Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,Active_Listing_Count__c,Planned_Listing_Count__c,Page_URL__c,Page_Ranking__c,Page_Views__c,Page_Price__c,Page_Observation__c,Page_Notes__c,Avg_Time_On_Page__c,Unique_Page_Title__c,Unique_Page_Views__c,Last_Updated__c,Status__c,PreviewYears_Page_View__c,Page_View_2005_2006__c,Page_View_2006_2007__c,Page_View_2007_2008__c,Page_View_2008_2009__c,Page_View_2009_2010__c,Page_View_2010_2011__c,Page_View_2012_2013__c,Page_View_2011_2012__c,Page_View_2013_2014__c,Page_View_2014_2015__c,Old_URL__c,Page_View_2015_2016__c,Page_View_Nov_22nd_2016_Mar_21_212017__c,Page_View_2016_2017__c
a0640000002jx8QAAQ,00540000000sI3HAAU,0,Fielding Babb Photo at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados-photos/People_Photos/2621.html,895,21,10,Available,,64.86,Fielding Babb Photo at Totally Barbados,,11/5/2015 0:00,,,,,69,157,80,61,52,31,32,21,,,,
a0640000002jx8RAAQ,00540000000sI3HAAU,0,Darcy Scott at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Travel/Transportation/Roundabouts/Darcy_Scott/,467,327,480,Available,,51.72,Darcy Scott at Totally Barbados,,11/5/2015 0:00,,,6,168,137,99,161,204,125,166,114,327,,,,
a0640000002jx8SAAQ,00540000000sI3HAAU,0,Bryan Adams at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Entertainment/Concerts/Bryan_Adams/,769,80,480,Available,,49.32,Bryan Adams at Totally Barbados,,11/5/2015 0:00,,,,185,106,97,60,102,93,91,21,80,,,,
a0640000002jx8TAAQ,00540000000sI3HAAU,0,Family Vacations on Sea at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Travel/Barbados_Vacations/Family_Vacations_on_Sea/,798,65,480,Available,,85.1,Family Vacations on Sea at Totally Barbados,,11/5/2015 0:00,,,,136,82,41,26,42,48,51,70,65,,,,
a0640000002jx8VAAQ,00540000000sI3HAAU,0,Barbados Bridal Service Listings at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Wedding_Listings/Bridal_Service_Listings/,509,276,480,Local Listings,,85.61,Barbados Bridal Service Listings at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,102,116,62,60,57,131,74,146,276,,,,
a0640000002jx8WAAQ,00540000000sI3HAAU,0,Barbados Candy and Confectionary Listings at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Shopping_Listings/Candy_and_Confectionary_Listings/,372,517,480,Local Listings,,81.82,Barbados Candy and Confectionary Listings at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,88,112,158,254,277,369,364,146,517,,,,
a0640000002jx8XAAQ,00540000000sI3HAAU,0,Business Articles at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Business/Resource_Library/Business_Articles/,888,23,480,Available,,33.85,Business Articles at Totally Barbados,,11/5/2015 0:00,,,,210,130,161,233,144,189,229,70,23,,,,
a0640000002jx8YAAQ,00540000000sI3HAAU,0,Energy at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Business/Infrastructure/Energy/,587,195,480,Available,,83.81,Energy at Totally Barbados,,11/5/2015 0:00,,,,12,105,70,155,232,261,263,110,195,,,,
a0640000002jx8ZAAQ,00540000000sI3HAAU,0,Barbados Conference and Event Planners at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,3/15/2017 20:27,00540000002mQ18AAE,5/6/2017 17:58,1,0,https://www.totallybarbados.com/articles/barbados-conferences-and-corporate-events/barbados-conference-and-event-planners/,782,72,480,Available,"Old page re-written and moved to this ne wlocation on October 17th, 2009.",84.52,Barbados Conference and Event Planners at Totally Barbados,,11/5/2015 0:00,,,,,,,109,119,83,100,34,72,https://www.totallybarbados.com/barbados/Business/Barbados_Conferences_and_Corporate_Events/Barbados_Conference_and_Event_Planners/,,,
a0640000002jx8aAAA,00540000000sI3HAAU,0,Barbados and the Regional Integration Movement at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Business/Resource_Library/Business_Articles/Economic_Articles/Barbados_Leading_the_Regional_Integration_Movement/,521,262,480,Available,,0,Barbados and the Regional Integration Movement at Totally Barbados,,11/5/2015 0:00,,,,47,82,63,53,101,144,127,80,262,,,,
a0640000002jx8bAAA,00540000000sI3HAAU,0,Grenade Hall Signal Station at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,12/21/2016 4:23,1,0,https://www.totallybarbados.com/barbados/Travel/Sightseeing/Tourist_Attractions/Grenade_Hall_Signal_Station/,632,169,480,Available,,145.84,Grenade Hall Signal Station at Totally Barbados,,11/5/2015 0:00,,,,56,91,69,145,135,113,149,45,169,,,,
a0640000002jx8cAAA,00540000000sI3HAAU,0,Rita Springer at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/People/Meet_a_Bajan/Rita_Springer/,439,365,480,Available,,92.15,Rita Springer at Totally Barbados,,11/5/2015 0:00,,,,87,251,338,344,404,204,337,186,365,,,,
a0640000002jx8eAAA,00540000000sI3HAAU,0,Barbados Nightclub Listings at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Entertainment_Listings/Nightclub_Listings/,762,82,480,Local Listings,,37.77,Barbados Nightclub Listings at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,,43,121,75,69,81,131,27,82,,,,
a0640000002jx8fAAA,00540000000sI3HAAU,0,Barbados Wine Bar Listings at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,3/13/2017 21:59,00540000002mQ18AAE,3/13/2017 21:59,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Bar_Listings/Wine_Bar_Listings/,687,124,480,Local Listings,,37.56,Barbados Wine Bar Listings at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,,84,136,121,135,64,136,45,124,,,,
a0640000002jx8gAAA,00540000000sI3HAAU,0,Child Care Service Providers at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Business_Listings/Child_Care_Service_Listings/,292,745,480,Local Listings,"Renamed on December 24th, 2013 from ""Barbados Child Care Service Listings and Businesses at Totally Barbados"" to ""Child Care Service Providers at Totally Barbados"".",79.43,Child Care Service Providers at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,78,81,262,297,489,696,603,232,745,,,,
a0640000002jx8hAAA,00540000000sI3HAAU,0,Barbados Relaxing Vacations at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,12/27/2015 6:47,00540000000wPF9AAM,5/6/2017 17:58,2,0,https://www.totallybarbados.com/barbados/Travel/Barbados_Vacations/Barbados_Relaxing_Vacations/,601,188,480,Available,"Used to be called Restful Vacations - changed on May 1st, 2008.",68.61,Barbados Relaxing Vacations at Totally Barbados,,11/5/2015 0:00,,,,,117,164,262,308,150,257,160,188,,,,
a0640000002jx8iAAA,00540000000sI3HAAU,0,Cove Bay at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/14/2016 18:54,00540000002mQ18AAE,1/14/2017 7:30,1,0,https://www.totallybarbados.com/barbados/About_Barbados/Beaches_and_Bays/North_Coast_Beaches/50.htm,684,128,480,Available,,56.68,Cove Bay at Totally Barbados,,11/5/2015 0:00,,,,130,96,171,223,276,124,244,41,128,,,,
a0640000002jx8jAAA,00540000000sI3HAAU,0,Pebbles Beach at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,3/7/2017 21:19,00540000002mQ18AAE,5/6/2017 17:51,1,0,https://totallybarbados.com/articles/beaches/south-coast-beaches/pebbles-beach/,647,158,480,Available,,77.04,Pebbles Beach at Totally Barbados,,11/5/2015 0:00,,,,135,173,351,400,496,351,569,85,158,,,,
a0640000002jx8kAAA,00540000000sI3HAAU,0,Volleyball at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Entertainment/Sports/Volleyball/,781,73,480,Available,,85.49,Volleyball at Totally Barbados,,11/5/2015 0:00,,,4,101,184,131,221,141,84,167,36,73,,,,
a0640000002jx8lAAA,00540000000sI3HAAU,0,Turtles of Barbados at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados-photos/Animal_Photos/2327.html,,,10,Available,,33.17,Turtles of Barbados at Totally Barbados,,11/5/2015 0:00,,,,129,102,37,59,30,8,16,8,,,,,
a0640000002jx8nAAA,00540000000sI3HAAU,0,Mortgages at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,1/13/2017 7:38,1,0,https://www.totallybarbados.com/barbados/Real_Estate/Buying_Real_Estate/Mortgages/,560,218,480,Available,,84.7,Mortgages at Totally Barbados,,11/5/2015 0:00,,,,73,140,155,257,258,154,198,97,218,,,,
a0640000002jx8oAAA,00540000000sI3HAAU,0,Chicken Liver Pate Recipe at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/Barbados_Food/Barbados_Recipes/5312.htm,427,382,480,Available,,54.71,Chicken Liver Pate Recipe at Totally Barbados,,11/5/2015 0:00,,,,,111,136,97,95,246,161,226,382,,,,
a0640000002jx8pAAA,00540000000sI3HAAU,0,Wedding Entertainment at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,3/15/2016 21:36,00540000002mQ18AAE,7/2/2017 2:00,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Barbados_Weddings/Wedding_Entertainment/,462,336,480,Available,,102.3,Wedding Entertainment at Totally Barbados,,11/5/2015 0:00,,,,,81,128,100,148,231,249,217,336,,,,
a0640000002jx8qAAA,00540000000sI3HAAU,0,Barbados Music Awards at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Entertainment/Barbados_Events/Barbados_Music_Awards/,422,388,480,Available,,84.39,Barbados Music Awards at Totally Barbados,,11/5/2015 0:00,,,,,106,223,281,456,606,540,192,388,,,,
a0640000002jx8rAAA,00540000000sI3HAAU,0,Consett Bay at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/14/2016 18:53,00540000002mQ18AAE,1/14/2017 7:30,1,0,https://www.totallybarbados.com/barbados/About_Barbados/Beaches_and_Bays/East_Coast_Beaches/15.htm,770,80,480,Available,,108.1,Consett Bay at Totally Barbados,,11/5/2015 0:00,,,,139,129,147,162,221,156,184,64,80,,,,
a0640000002jx8sAAA,00540000000sI3HAAU,0,Bath Beach at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/14/2016 18:36,00540000002mQ18AAE,1/14/2017 7:30,1,0,https://www.totallybarbados.com/barbados/About_Barbados/Beaches_and_Bays/East_Coast_Beaches/12.htm,599,189,480,Available,,91.03,Bath Beach at Totally Barbados,,11/5/2015 0:00,,,,227,154,253,354,388,303,367,100,189,,,,
a0640000002jx8tAAA,00540000000sI3HAAU,0,Good Shepherd Beach at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/14/2016 18:59,00540000002mQ18AAE,1/14/2017 7:30,1,0,https://www.totallybarbados.com/barbados/About_Barbados/Beaches_and_Bays/West_Coast_Beaches/22.htm,673,135,480,Available,,57.25,Good Shepherd Beach at Totally Barbados,,11/5/2015 0:00,,,,155,127,85,106,125,110,130,67,135,,,,
a0640000002jx8uAAA,00540000000sI3HAAU,0,Long Pond at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,7/14/2016 19:04,00540000002mQ18AAE,1/14/2017 7:30,1,0,https://www.totallybarbados.com/barbados/About_Barbados/Beaches_and_Bays/East_Coast_Beaches/16.htm,627,171,480,Available,,85.13,Long Pond at Totally Barbados,,11/5/2015 0:00,,,,121,97,170,219,210,82,145,45,171,,,,
a0640000002jx8vAAA,00540000000sI3HAAU,0,Barbados Bus Tours at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Travel_Listings/Bus_Tour_Listings/,763,82,480,Local Listings,,90.67,Barbados Bus Tours at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,83,52,49,59,90,111,128,60,82,,,,
a0640000002jx8wAAA,00540000000sI3HAAU,0,Tom Adams at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Travel/Transportation/Roundabouts/Tom_Adams/,637,164,480,Available,,74.75,Tom Adams at Totally Barbados,,11/5/2015 0:00,,,,214,227,199,219,262,110,166,98,164,,,,
a0640000002jx8xAAA,00540000000sI3HAAU,0,Garrison Savannah Historic Area at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados-photos/Sightseeing_Photos/2632.html,906,17,10,Available,"New URL updated as of October 18th, 2011.",58.24,Garrison Savannah Historic Area at Totally Barbados,,11/5/2015 0:00,,,,184,162,85,49,33,21,16,13,17,,,,
a0640000002jx8yAAA,00540000000sI3HAAU,0,The Changing Pace of International Business Companies at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Business/Resource_Library/Business_Articles/International_Business_Articles/The_Changing_Pace_of_International_Business_Companies/,790,68,480,Available,,110.21,The Changing Pace of International Business Companies at Totally Barbados,,11/5/2015 0:00,,,,36,108,84,106,191,124,144,68,68,,,,
a0640000002jx8zAAA,00540000000sI3HAAU,0,Green Monkey of Barbados in tree eating at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,12/19/2016 22:02,00540000002mQ18AAE,12/21/2016 4:23,0,0,https://www.totallybarbados.com/barbados-photos/Animal_Photos/2324.html,913,12,10,Available,,21.8,Green Monkey of Barbados in tree eating at Totally Barbados,,11/5/2015 0:00,,,,109,104,56,109,54,17,36,6,12,,,,
a0640000002jx90AAA,00540000000sI3HAAU,0,St Patricks RC Cathedral at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Travel/Sightseeing/Tourist_Attractions/St_Patricks_RC_Cathedral/,621,173,480,Available,,59.4,St Patricks RC Cathedral at Totally Barbados,,11/5/2015 0:00,,,,149,96,82,149,166,140,163,65,173,,,,
a0640000002jx91AAA,00540000000sI3HAAU,0,Andromeda Botanic Gardens Barbados at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Travel/Sightseeing/Tourist_Attractions/Andromeda_Botanic_Gardens_Barbados/,406,423,480,Available,,79.49,Andromeda Botanic Gardens Barbados at Totally Barbados,,11/5/2015 0:00,Completed - Content Rewritten,,,,,,,,137,,196,423,,,,
a0640000002jx92AAA,00540000000sI3HAAU,0,Barbados Hotel Dining at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Restaurant_Guide/Restaurants_by_Type/Hotel_Dining/,743,89,480,Local Listings,,44.46,Barbados Hotel Dining at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,261,106,127,227,191,161,183,59,89,,,,
a0640000002jx96AAA,00540000000sI3HAAU,0,Golf Tourism - Everything to Play For at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,"https://www.totallybarbados.com/barbados/Business/Resource_Library/Business_Articles/Tourism_Articles/Golf_Tourism_,045_Everything_to_Play_For/",648,158,480,Available,,112.05,Golf Tourism - Everything to Play For at Totally Barbados,,11/5/2015 0:00,,,,109,115,111,291,299,130,202,74,158,,,,
a0640000002jx97AAA,00540000000sI3HAAU,0,Black Belly Sheep from Barbados in a grass field at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados-photos/Animal_Photos/2330.html,938,6,10,Available,,33.7,Black Belly Sheep from Barbados in a grass field at Totally Barbados,,11/5/2015 0:00,,,,102,109,53,96,58,29,36,10,6,,,,
a0640000002jx98AAA,00540000000sI3HAAU,0,St Nicholas Abbey at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Travel/Sightseeing/Tourist_Attractions/St_Nicholas_Abbey/,523,261,480,Available,,75.39,St Nicholas Abbey at Totally Barbados,,11/5/2015 0:00,,,,157,157,160,252,255,183,280,102,261,,,,
a0640000002jx99AAA,00540000000sI3HAAU,0,Ras Ils at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/People/Meet_a_Bajan/Ras_Ils/,350,584,480,Available,,104.07,Ras Ils at Totally Barbados,,11/5/2015 0:00,,,,122,168,142,124,134,77,140,115,584,,,,
a0640000002jx9AAAQ,00540000000sI3HAAU,0,Ishmael Roett at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/People/Meet_a_Bajan/Ishmael_Roett/,538,242,480,Available,,100.9,Ishmael Roett at Totally Barbados,,11/5/2015 0:00,,,,134,191,149,176,106,106,126,85,242,,,,
a0640000002jx9BAAQ,00540000000sI3HAAU,0,Barbados Kids Menu Cuisine Restaurants at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,3/13/2017 21:59,00540000002mQ18AAE,5/6/2017 20:15,1,0,https://www.totallybarbados.com/barbados/Local_Listings/Restaurant_Guide/Restaurants_by_Cuisine/Kids_Menu/,840,46,480,Local Listings,,28.63,Barbados Kids Menu Cuisine Restaurants at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,59,172,83,83,72,54,54,30,46,,,,
a0640000002jx9CAAQ,00540000000sI3HAAU,0,Barbados Cars and Automotive Accessory Listings at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Shopping_Listings/Cars_and_Automotive_Accessory_Listings/,590,194,480,Local Listings,,67.37,Barbados Cars and Automotive Accessory Listings at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,51,111,221,272,194,175,238,110,194,,,,
a0640000002jx9DAAQ,00540000000sI3HAAU,0,Frank Worrell at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Travel/Transportation/Roundabouts/Frank_Worrell/,543,233,480,Available,,73.88,Frank Worrell at Totally Barbados,,11/5/2015 0:00,,,4,163,110,92,191,176,129,172,155,233,,,,
a0640000002jx9EAAQ,00540000000sI3HAAU,0,Triathlon at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,1,0,https://www.totallybarbados.com/barbados/Entertainment/Sports/Triathlon/,698,119,480,Available,,64.65,Triathlon at Totally Barbados,,11/5/2015 0:00,,,,130,184,173,178,181,126,171,75,119,,,,
a0640000002jx9GAAQ,00540000000sI3HAAU,0,Rugby at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Entertainment/Sports/Rugby/,729,102,480,Available,,74.75,Rugby at Totally Barbados,,11/5/2015 0:00,,,,91,98,137,162,192,140,183,67,102,,,,
a0640000002jx9HAAQ,00540000000sI3HAAU,0,Barbados East Coast hills and fields at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados-photos/Landscape_Photos/2596.html,899,19,10,Available,,42,Barbados East Coast hills and fields at Totally Barbados,,11/5/2015 0:00,,,,149,125,94,41,51,21,22,10,19,,,,
a0640000002jx9JAAQ,00540000000sI3HAAU,0,Green Monkey with Baby at the Wildlife Reserve of Barbados at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,12/19/2016 22:01,00540000002mQ18AAE,12/21/2016 4:23,0,0,https://www.totallybarbados.com/barbados-photos/Animal_Photos/2325.html,932,8,10,Available,,33.88,Green Monkey with Baby at the Wildlife Reserve of Barbados at Totally Barbados,,11/5/2015 0:00,,,,170,127,93,101,65,20,25,8,8,,,,
a0640000002jx9KAAQ,00540000000sI3HAAU,0,Sugar Museum at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Travel/Sightseeing/Tourist_Attractions/Sugar_Museum/,532,249,480,Available,,64.87,Sugar Museum at Totally Barbados,,11/5/2015 0:00,,,,172,175,218,334,351,221,343,154,249,,,,
a0640000002jx9LAAQ,00540000000sI3HAAU,0,Gloria Gaskin at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/People/Meet_a_Bajan/Gloria_Gaskin/,712,113,480,Available,,103.29,Gloria Gaskin at Totally Barbados,,11/5/2015 0:00,,,,226,140,117,209,194,94,98,53,113,,,,
a0640000002jx9MAAQ,00540000000sI3HAAU,0,Gun Hill Signal Station at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Travel/Sightseeing/Tourist_Attractions/Gun_Hill_Signal_Station/,516,267,480,Available,,64.64,Gun Hill Signal Station at Totally Barbados,,11/5/2015 0:00,,,,159,102,87,121,153,120,144,75,267,,,,
a0640000002jx9NAAQ,00540000000sI3HAAU,0,Mrs Greaves at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/About_Barbados/Local_Information/People/Meet_a_Bajan/Mrs_Greaves/,822,53,480,Available,,56.38,Mrs Greaves at Totally Barbados,,11/5/2015 0:00,,,,103,149,114,105,70,42,79,31,53,,,,
a0640000002jx9OAAQ,00540000000sI3HAAU,0,"Performers, Winners & Guests at Totally Barbados",5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,"https://www.totallybarbados.com/barbados/Entertainment/Barbados_Events/Barbados_Music_Awards/Barbados_Music_Awards_2008/Performers,044_Winners_,038_Guests/",707,115,10,Available,,85.68,"Performers, Winners & Guests at Totally Barbados",,11/5/2015 0:00,,,,,62,74,44,65,48,44,28,115,,,,
a0640000002jx9PAAQ,00540000000sI3HAAU,0,Secretarial Service Providers at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Business_Listings/Secretarial_Service_Listings/,602,187,480,Local Listings,"Title renamed on December 26th, 2013  from ""Barbados Secretarial Service Listings and Businesses at Totally Barbados"" to ""Secretarial Service Providers at Totally Barbados"".",74.84,Secretarial Service Providers at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,95,68,158,163,109,112,122,86,187,,,,
a0640000002jx9QAAQ,00540000000sI3HAAU,0,Barbados Construction and Maintenance Listings at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Local_Listings/Construction_and_Maintenance/,606,185,480,Local Listings,,59.65,Barbados Construction and Maintenance Listings at Totally Barbados,,11/5/2015 0:00,Completed - Verified Listings,,,22,154,264,170,196,141,140,126,185,,,,
a0640000002jx9RAAQ,00540000000sI3HAAU,0,Field Hockey at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Entertainment/Sports/Field_Hockey/,686,125,480,Available,,78.84,Field Hockey at Totally Barbados,,11/5/2015 0:00,,,4,107,79,218,404,477,141,323,53,125,,,,
a0640000002jx9SAAQ,00540000000sI3HAAU,0,Edwy Talma at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados/Travel/Transportation/Roundabouts/Edwy_Talma/,478,314,480,Available,,84.85,Edwy Talma at Totally Barbados,,11/5/2015 0:00,,,6,156,129,96,186,192,120,153,207,314,,,,
a0640000002jx9UAAQ,00540000000sI3HAAU,0,Field of Barbados at Totally Barbados,5/14/2008 4:22,00540000000sI3HAAU,11/11/2015 2:43,00540000000sI3HAAU,11/11/2015 2:43,0,0,https://www.totallybarbados.com/barbados-photos/Landscape_Photos/2600.html,945,5,10,Available,,21.58,Field of Barbados at Totally Barbados,,11/5/2015 0:00,,,,104,88,14,15,14,6,6,3,5,,,,
